Frame_Start Frame_End Laugh
223,295,0
297,464,0
489,536,0
585,612,0
614,657,0
658,708,0
727,778,0
781,920,1
925,996,0
1015,1212,0
1236,1306,1
1308,1499,0
1567,1784,1
1786,1978,1
3149,3200,0
3201,3244,1
3269,3316,0
3366,3729,0
3774,3846,1
3897,4052,0
4052,4158,1
4209,4254,0
4254,4300,1
4328,4397,0
4397,4467,1
4490,4514,0
4514,4538,0
4541,4568,0
4586,4754,0
4755,4928,1
4994,5047,0
5090,5259,0
5287,5383,1
5383,5453,0
5453,5479,0
5480,5594,0
5597,5647,0
5648,5861,0
5881,6099,1
6147,6192,0
6195,6243,0
6385,6410,1
6410,6435,0
6438,6481,0
6484,6509,0
6577,6725,1
6769,6797,1
6870,6918,0
6963,7184,1
7224,7252,1
7396,7439,1
7444,7562,0
7583,7609,0
7824,7849,1
8090,8236,1
8258,8403,0
8425,8550,0
8596,8664,0
8666,8832,0
8901,8928,1
8931,9290,1
9309,9336,0
9336,9502,0
9531,9574,0
9577,9791,1
10006,10032,0
10058,10175,1
10177,10244,0
10246,10319,1
10343,10390,0
10393,10558,0
10561,10604,1
10606,10700,0
10702,11064,0
11091,11132,1
11134,11256,0
11276,11371,1
11468,11851,1
11874,11903,1
11925,12092,1
12139,12175,0
12175,12211,0
12213,12260,0
12282,12308,0
12355,12403,1
12429,12477,0
12480,12525,1
12573,12621,0
12621,12668,0
12741,13390,1
13654,13720,1
13723,13797,1
13822,13879,0
13879,13989,1
14013,14179,0
14182,14396,1
14419,14464,0
14496,14539,0
14568,14849,1
14873,14923,0
15067,15331,1
15357,15688,1
15720,15832,0
15858,15954,0
16340,16436,0
16505,16695,0
16721,16822,0
17176,17249,0
17270,17630,0
17632,17827,0
17845,17882,0
17882,17919,0
18016,18042,0
18061,18183,0
18373,18831,0
18876,18900,0
18900,18923,0
18925,18976,0
18996,19091,0
19119,19214,0
19217,19263,0
19286,19454,0
19481,19504,0
19525,19562,0
19562,19668,0
19699,19884,0
19887,19912,0
19932,19980,0
19980,20103,0
20105,20148,0
20224,20270,0
20270,20317,0
20437,20472,0
20472,20508,0
20629,20916,0
20943,20967,0
20992,21251,0
21253,21290,0
21290,21374,0
21374,21419,0
21423,21495,0
21515,21611,0
21681,21753,0
21757,21973,0
21993,22021,0
22041,22128,0
22128,22165,0
22212,22463,0
22463,22499,0
22547,22691,0
22693,22736,0
22785,22929,0
22955,23000,0
23003,23119,0
23125,23194,0
23197,23241,0
23268,23336,0
23575,23673,0
23725,23767,0
23768,23842,0
23844,23916,0
23941,23984,0
23986,24055,0
24080,24582,0
24606,24667,0
24667,24727,0
24730,24779,0
24846,24871,0
24873,24919,0
24919,24965,0
24968,25018,0
25037,25086,0
25089,25182,0
25258,25301,0
25303,25378,0
25379,25496,0
25498,25590,0
25590,25614,0
25617,25739,0
25784,25830,0
25832,25884,0
25975,26287,0
26289,26380,0
26457,26505,0
26524,26571,0
26577,26620,0
26621,26719,0
26745,26793,0
26814,26860,0
26865,26910,0
26958,27028,0
27054,27080,0
27100,27225,0
27365,27412,0
27416,27604,0
27752,27866,0
27915,27988,0
28111,28159,0
28232,28591,0
28610,28637,0
28709,28851,0
28856,29068,0
29069,29139,0
29239,29298,0
29298,29357,0
29359,29431,0
29450,29570,0
29575,29908,0
29933,29959,0
30008,30051,0
30053,30148,0
30149,30317,0
30341,30387,0
30387,30432,0
