Frame_Start Frame_End Speaker
56,173,Monica
176,298,Joey
322,345,Phoebe
347,393,Rachel
393,438,Monica
441,632,Chandler
707,920,Ross
968,1280,Chandler
1328,1517,Rachel
1617,1686,Joey
2912,3053,Ross
3056,3098,Marsha
3146,3170,Ross
3173,3410,Marsha
3413,3655,Ross
3656,3747,Marsha
3749,3772,Ross
3772,3795,Marsha
3797,3893,Ross
3896,3919,UNKNOWN
3919,3941,UNKNOWN
4299,4313,Ross
4313,4326,Carol
4517,4552,UNKNOWN
4552,4638,UNKNOWN
4705,4782,Ross
4805,4897,Carol
4899,5151,Ross
5151,5187,Carol
5233,5310,Ross
5331,5391,Carol
5391,5451,Ross
5497,5524,Carol
5524,5550,Ross
5740,5785,UNKNOWN
5785,5831,UNKNOWN
5832,5933,Chandler
6004,6074,Phoebe
6100,6145,Monica
6148,6217,Joey
6244,6290,Monica
6292,6460,Chandler
6506,6625,Phoebe
6647,6724,Monica
6725,6820,Chandler
6868,6913,UNKNOWN
6913,6959,UNKNOWN
6960,6998,UNKNOWN
6998,7082,UNKNOWN
7157,7443,Phoebe
7491,7633,Joey
7635,7872,Monica
7965,7992,Monica
7992,8018,Chandler
8138,8184,Rachel
8184,8229,Phoebe
8349,8422,Rachel
8424,8470,Phoebe
8522,8924,Rachel
8929,8977,Monica
9020,9047,UNKNOWN
9047,9141,UNKNOWN
9141,9188,UNKNOWN
9191,9227,UNKNOWN
9227,9263,UNKNOWN
9313,9361,Joey
9361,9408,Phoebe
9477,9529,Chandler
9577,9718,Rachel
9721,9764,Chandler
9836,9873,Rachel
9873,9910,Monica
9913,9961,Rachel
9961,10009,Monica
10053,10104,Rachel
10127,10245,Chandler
10295,10339,Monica
10365,10458,Chandler
10653,10677,Ross
10725,10763,Monica
10763,10800,Ross
10818,10844,Phoebe
10895,10968,Monica
10989,11155,Ross
11179,11252,Chandler
11303,11371,Rachel
11373,11611,Ross
11611,11660,Phoebe
11781,11831,Monica
11831,11880,Chandler
11945,11974,UNKNOWN
12021,12069,UNKNOWN
12072,12209,Ross
12211,12329,UNKNOWN
12353,12404,UNKNOWN
12425,12463,Rachel
12463,12597,Ross
12837,12886,Joey
13027,13220,Mrs. Geller
13220,13266,Monica
13364,13436,Ross
13455,13527,Mr. Geller
13530,13568,Mrs. Geller
13568,13606,Ross
13623,13673,Monica
13675,13887,Mrs. Geller
13889,13948,Monica
13948,14006,Mrs. Geller
14102,14140,Monica
14140,14177,Ross
14179,14273,Mrs. Geller
14299,14346,UNKNOWN
14347,14383,UNKNOWN
14383,14419,UNKNOWN
14443,14515,UNKNOWN
14582,14801,Monica
14874,15017,Mrs. Geller
15019,15139,Mr. Geller
15211,15306,Mrs. Geller
15378,15413,Monica
15413,15488,Mrs. Geller
15488,15524,Monica
15542,15860,Mr. Geller
15954,16266,Mr. Geller
16309,16345,UNKNOWN
16345,16429,UNKNOWN
16477,16504,UNKNOWN
16525,16578,UNKNOWN
16647,16912,Mr. Geller
16912,16962,UNKNOWN
16986,17077,UNKNOWN
17149,17344,Monica
17435,18061,Ross
18158,18186,Mrs. Geller
18396,18424,Joey
18467,18709,Ross
18755,18901,Monica
18948,18972,Ross
19019,19066,Phoebe
19067,19090,Rachel
19090,19188,Phoebe
19190,19225,Chandler
19225,19260,Phoebe
19287,19322,UNKNOWN
19322,19356,UNKNOWN
19358,19385,UNKNOWN
19426,19497,Rachel
19500,19570,Monica
19572,19694,Chandler
19762,19809,Rachel
19980,20026,Ross
20051,20100,Rachel
20100,20149,Ross
20195,20240,Rachel
20365,20504,Ross
20507,20533,Rachel
20581,20624,Rachel
20651,20794,Rachel
20819,21442,Ross
21491,21611,Rachel
21611,21657,Ross
21679,21705,Rachel
21705,21731,Ross
21750,22016,Rachel
22016,22041,Ross
22110,22188,Rachel
22353,22379,Ross
22807,22951,Ross
22974,22982,Susan
23022,23059,Carol
23059,23096,Ross
23123,23311,Ross
23312,23337,Carol
23337,23362,Ross
23381,23405,Susan
23405,23553,Ross
23573,23621,Carol
23621,23721,Ross
23767,23792,Carol
24275,24320,Carol
24484,24508,Rachel
24508,24532,Barry
24555,24579,Rachel
24579,24654,Barry
24748,24777,Barry
24819,24966,Rachel
24966,24992,Barry
25014,25066,Bernice
25084,25155,Barry
25277,25305,Rachel
25757,26116,Ross
26119,26164,Carol
26164,26249,Ross
26249,26286,Carol
26306,26357,Carol
26406,26450,Ross
26479,26522,Carol
26546,26742,Ross
26766,26800,Carol
26800,26834,Susan
26836,27030,Ross
27102,27270,Barry
27290,27386,Rachel
27386,27411,Barry
27438,27482,Rachel
27554,27601,Barry
27603,27673,Rachel
27675,27889,Barry
27889,27912,Robbie
27913,28034,Barry
28056,28133,Rachel
28153,28224,Barry
28323,28370,Rachel
28371,28442,Barry
28446,28586,Rachel
28587,28778,Barry
28800,28827,Rachel
28850,29018,Barry
29066,29368,Barry
29368,29381,Rachel
29382,29426,Robbie
29478,30075,Rachel
30098,30149,Barry
30215,30241,Robbie
30334,30372,Susan
30372,30482,Ross
30482,30529,Carol
30531,30568,Ross
30568,30604,Carol
30627,30671,Ross
30675,30795,Carol
30839,30892,Ross
30911,30937,Susan
30939,31012,Ross
31083,31151,Susan
31174,31213,Carol
31213,31252,Ross
31270,31395,Carol
31414,31492,Ross
31510,31678,Susan
31679,31918,Ross
31920,31990,Dr. Oberman
31991,32038,All
32085,32243,Dr. Oberman
32243,32397,Ross
32661,32687,Ross
32687,32713,Susan
32714,32759,Carol
33002,33052,Ross
33142,33192,Joey
33218,33334,Chandler
33409,33553,Phoebe
33574,33626,Ross
33673,33745,Ross
33816,33840,Ross
33840,33865,Monica
33883,33920,Ross
33920,33957,Monica
33958,33993,Ross
33993,34027,Monica
34056,34940,Rachel
