Frame_Start Frame_End Laugh
56,152,0
152,201,0
203,248,0
251,318,0
321,357,0
357,394,0
414,440,1
440,466,0
467,510,0
585,610,0
656,706,1
729,776,0
779,826,0
966,1016,1
1040,1187,0
1282,1318,0
1318,1353,0
1593,1637,1
1665,1689,0
1689,1713,0
1732,1780,1
1782,1833,0
1835,1906,0
1924,1951,0
2003,2046,0
3266,3343,1
3344,3499,0
3499,3607,0
3607,3655,0
3658,3716,0
3716,3903,0
3903,3963,0
3966,4037,0
4061,4136,0
4154,4229,0
4231,4278,0
4369,4395,0
4417,4441,0
4470,4538,0
4539,4575,0
4575,4611,0
4634,4719,0
4719,4830,0
4849,4873,0
4878,4923,0
5022,5068,0
5089,5139,0
5142,5283,0
5283,5329,0
5356,5405,0
5452,5499,0
5572,5618,0
5622,5717,0
5737,5808,0
5836,5909,0
5958,6026,0
6029,6125,0
6143,6216,0
6220,6288,0
6341,6412,0
6455,6479,0
6479,6504,0
6527,6578,0
6578,6628,0
6629,6674,0
6674,6756,0
6756,6791,0
6818,6868,0
6888,6912,0
6912,6936,0
6938,6989,0
7175,7248,0
7250,7395,0
7417,7515,0
7534,7570,0
7570,7606,0
7611,7707,0
7729,7845,0
7874,7968,0
7970,8019,0
8019,8067,0
8086,8198,0
8198,8235,0
8254,8520,0
8614,8638,0
8638,8662,0
8665,8805,0
8833,8868,0
8868,9044,0
9050,9166,0
9167,9337,0
9338,9395,0
9395,9505,0
9550,9599,0
9601,9669,0
9819,9913,0
10101,10149,0
10175,10211,0
10211,10247,0
10488,10555,0
10581,10604,0
10604,10627,0
10653,10678,0
10678,10703,0
10750,10836,0
10836,11107,0
11133,11253,0
11322,11376,0
11445,11589,0
11589,11638,0
11660,11826,0
11826,11873,0
11875,11928,0
11974,12214,0
12235,12272,0
12272,12309,0
12334,12451,0
12502,12569,0
12571,12694,0
12713,12739,0
12739,12765,0
12787,12833,0
12860,12884,0
12886,13064,0
13064,13102,0
13143,13203,0
13203,13263,0
13288,13324,0
13324,13484,0
13532,13556,0
13557,13710,0
13710,13749,0
13767,13820,0
13888,13937,0
13940,13986,0
14418,14464,0
14535,14585,0
14588,14683,0
14683,14709,0
14847,14922,0
14948,15007,0
15007,15066,0
15093,15141,0
15159,15214,0
15261,15417,0
15417,15453,0
15501,15545,0
15596,15644,0
15666,15689,0
15711,15735,0
15762,15807,0
15902,15928,0
16048,16118,0
16310,16323,0
16323,16337,0
16360,16502,0
16504,16550,0
16603,16694,0
16696,16771,0
16790,16865,0
16985,17032,0
17033,17102,0
17126,17161,0
17161,17197,0
17198,17234,0
17234,17270,0
17462,17583,0
17652,17677,0
17701,17823,0
17894,17965,0
17966,18017,0
18087,18255,0
18255,18305,0
18353,18389,0
18389,18425,0
18495,18532,0
18532,18569,0
18736,18832,0
18851,18881,0
18901,18976,0
19023,19090,0
19091,19165,0
19214,19356,0
19356,19405,0
19431,19498,0
19574,19618,0
19619,19656,0
19656,19693,0
19741,19768,0
19786,19864,0
19909,19946,0
19946,19984,0
20170,20205,0
20205,20241,0
20386,20435,0
20438,20558,0
20579,20649,0
20651,20675,0
20678,20821,0
20918,20964,0
20964,21009,0
21011,21073,0
21073,21134,0
21153,21299,0
21324,21373,0
21419,21494,0
21516,21584,0
21586,21635,0
21635,21685,0
21775,21829,0
21871,21901,0
21970,22041,0
22088,22292,0
22292,22380,0
22400,22450,0
22450,22500,0
22546,22569,0
22570,22665,0
22740,22857,0
22857,22905,0
22906,22942,0
22942,22978,0
23098,23147,0
23194,23288,0
23358,23409,0
23478,23526,0
23574,23626,0
23646,23694,0
23696,23766,0
23793,23842,0
23862,23909,0
23909,23957,0
23960,24011,0
24056,24126,0
24153,24197,0
24201,24347,0
24366,24425,0
24425,24484,0
24487,24537,0
24538,24585,0
24607,24633,0
24676,24753,0
24754,24821,0
24870,24921,0
24993,25016,0
25036,25113,0
25137,25180,0
25281,25349,0
25354,25493,0
25522,25636,0
25638,25698,0
25698,25794,0
25794,25830,0
25877,25900,0
25903,25963,0
25963,26023,0
26045,26097,0
26450,26594,0
26647,26792,0
26815,26859,0
26862,26930,0
27003,27053,0
27055,27098,0
27221,27291,0
27319,27342,0
27433,27508,0
27534,27577,0
27602,27652,0
27721,27750,0
27794,27845,0
27846,27894,0
27894,27942,0
27966,28107,0
28134,28180,0
28249,28272,0
28276,28405,0
28405,28514,0
28514,28562,0
28611,28659,0
28708,28777,0
28779,28970,0
28970,29017,0
29019,29090,0
29137,29185,0
29190,29236,0
29257,29309,0
29360,29501,0
29523,29569,0
29571,29598,0
29644,29778,0
29778,29838,0
29859,29895,0
29895,29931,0
30002,30078,0
30098,30136,0
30136,30222,0
30292,30388,0
30412,30472,0
30472,30532,0
30552,30687,0
30687,30796,0
30960,31130,0
31130,31176,0
31228,31445,0
31517,31583,0
31752,31801,0
31896,31942,0
32306,32350,0
32374,32472,0
32549,32613,1
