Frame_Start Frame_End Speaker
178,390,Rachel
394,437,Terry
440,773,Rachel
802,1038,Terry
1066,1541,Rachel
2716,2930,UNKNOWN
2955,3151,Guy
3195,3296,Rachel
3315,3363,Monica
3363,3410,Ross
3413,3440,Monica
3464,3509,Ross
3509,3554,Monica
3559,3629,Ross
3650,3698,Monica
3798,3822,Ross
3822,3847,Joey
3891,4010,Phoebe
4038,4181,Chandler
4184,4323,Joey
4347,4394,Chandler
4394,4442,Phoebe
4444,4537,Joey
4538,4585,Monica
4585,4633,Phoebe
4636,4732,Chandler
4734,4780,Joey
4780,4826,Chandler
4921,5016,Joey
5018,5117,Ross
5137,5209,Monica
5214,5377,Ross
5377,5401,Monica
5403,5501,Joey
5524,5573,Monica
5573,5622,Chandler
5641,5766,Monica
5855,5929,Phoebe
5930,5955,Monica
5955,6087,Phoebe
6087,6205,Monica
6205,6244,Rachel
6245,6340,Chandler
6360,6409,Rachel
6409,6458,Ross
6484,6671,Phoebe
6887,6935,UNKNOWN
6938,6999,Ross
6999,7179,Susan
7179,7299,Ross
7318,7378,Ross
7378,7437,Susan
7443,7595,Ross
7595,7873,Susan
7942,8136,Ross
8326,8402,Susan
8422,8498,Ross
8542,8686,Susan
8733,8806,Ross
8809,8904,Susan
8925,9025,Ross
9097,9212,Susan
9219,9263,Ross
9263,9308,Susan
9310,9433,Ross
9693,9865,UNKNOWN
9866,10220,Ross
10246,10459,Phoebe
10534,10602,Chandler
10605,10794,Monica
10824,10894,Rachel
10894,10963,Monica
10965,11058,Rachel
11064,11160,Monica
11178,11227,Rachel
11278,11400,Monica
11418,11469,Rachel
11470,11503,Monica
11503,11537,Joey
11539,11590,Monica
11609,11801,Rachel
11803,11926,Monica
11969,12005,Rachel
12005,12041,Chandler
12044,12305,Ross
12307,12332,Chandler
12334,12473,Rachel
12526,12573,UNKNOWN
12573,12620,UNKNOWN
12622,12657,UNKNOWN
12657,12692,UNKNOWN
12716,12777,UNKNOWN
12777,12837,UNKNOWN
12857,12929,UNKNOWN
12934,12992,UNKNOWN
12992,13049,UNKNOWN
13384,13410,UNKNOWN
13436,13471,UNKNOWN
13471,13506,Joey
13508,13757,Girl
13757,13817,Joey
13840,13877,Girl
13877,13914,Joey
13917,14036,Girl
14055,14133,Joey
14182,14300,Girl
14301,14345,Joey
14564,14634,Girl
14634,14703,Joey
14730,14767,Girl
14767,14805,Joey
14824,14850,Girl
14902,14949,Joey
14949,14996,Girl
16022,16072,UNKNOWN
16074,16087,UNKNOWN
16087,16101,UNKNOWN
16118,16169,UNKNOWN
16169,16219,UNKNOWN
16674,16735,UNKNOWN
16735,16795,Joey
16816,16910,Chandler
17102,17297,UNKNOWN
17298,17415,Monica
17418,17485,Ross
17486,17533,Monica
17561,17704,Ross
17707,17765,Rachel
17765,17822,Chandler
17825,17868,Rachel
17870,17967,Joey
17970,18062,Chandler
18209,18326,Phoebe
18348,18446,Chandler
18447,18506,Joey
18506,18853,Monica
18879,19067,Joey
19115,19189,Monica
19234,19285,Monica
19382,19431,Ross
19432,19552,Phoebe
19570,19739,Monica
19741,19767,Phoebe
19786,19907,Monica
19936,20031,Phoebe
20074,20264,Monica
20169,20217,UNKNOWN
20290,20384,Rachel
20387,20437,Chandler
20437,20736,Joey
20736,20774,Chandler
20793,20888,Rachel
20891,20917,Chandler
20939,20975,Phoebe
20975,21011,UNKNOWN
21130,21179,UNKNOWN
21180,21589,Carol
21612,21679,Ross
21684,21709,UNKNOWN
21730,22162,Carol
22164,22280,Ross
22282,22377,Carol
22400,22497,UNKNOWN
22498,22594,Rachel
22616,22813,Phoebe
22832,22927,Monica
22930,22957,Rachel
22981,23073,Monica
23094,23192,Rachel
23214,23288,Monica
23289,23363,Rachel
23386,23422,Chandler
23422,23458,Monica
23459,23495,Rachel
23495,23531,Joey
23550,23605,Monica
23622,23647,Joey
23647,23672,Monica
23742,24203,UNKNOWN
24246,24318,Ross
24320,24414,Carol
24417,24462,Ross
24465,24811,Susan
24811,24846,Ross
24849,24884,Carol
24884,24918,Ross
24921,24969,Carol
24970,25185,Susan
25205,25231,UNKNOWN
25231,25257,UNKNOWN
25259,25375,Susan
25470,25519,This is great. It's 5
25519,25569,UNKNOWN
25588,25625,UNKNOWN
25625,25662,UNKNOWN
25665,25711,UNKNOWN
25711,25758,UNKNOWN
25759,25807,UNKNOWN
25807,25855,UNKNOWN
25881,25924,Joey
25927,26023,Monica
26024,26117,Joey
26119,26186,Monica
26192,26452,Chandler
26479,26526,Rachel
26527,26586,Monica
26586,26741,Rachel
26791,26861,Phoebe
26862,26898,Monica
26898,26935,Rachel
26954,26967,Monica
26967,26981,Rachel
26982,26993,UNKNOWN
26993,27005,Rachel
27007,27531,Rachel
27532,27628,UNKNOWN
27630,27702,UNKNOWN
27748,27818,UNKNOWN
27818,27889,UNKNOWN
28010,28045,UNKNOWN
28045,28081,UNKNOWN
28177,28248,UNKNOWN
28251,28300,UNKNOWN
28300,28349,UNKNOWN
28370,28566,Monica
28612,28754,Ross
28758,28818,UNKNOWN
28818,28878,UNKNOWN
28900,29024,Monica
29042,29137,Rachel
29140,29200,Joey
29200,29299,Monica
29299,29449,Joey
29450,29521,Monica
29666,29694,UNKNOWN
29718,29812,UNKNOWN
29814,29859,UNKNOWN
29905,29919,UNKNOWN
29919,29933,UNKNOWN
