Frame_Start Frame_End Laugh
102,200,0
202,345,1
416,439,0
441,629,1
631,657,0
658,777,1
778,847,0
869,964,0
969,1159,1
1181,1280,0
1282,1376,0
1400,1564,1
2766,2863,1
2865,2909,0
2909,2953,0
2957,3006,1
3029,3063,0
3063,3097,0
3100,3169,0
3170,3217,0
3220,3294,0
3313,3366,0
3388,3438,0
3458,3530,1
3535,3592,0
3592,3649,0
3673,3699,0
3699,3724,0
3726,3762,0
3762,3798,0
3817,3865,0
3895,3966,1
3988,4024,0
4024,4059,0
4062,4134,0
4158,4206,0
4206,4255,0
4273,4309,0
4309,4344,0
4346,4396,0
4397,4444,0
4444,4490,1
4517,4584,0
4586,4622,0
4622,4659,0
4661,4707,0
4707,4754,0
4757,4794,0
4794,4831,0
4849,4898,0
4898,4948,1
4969,5019,0
5021,5066,0
5066,5112,0
5114,5139,0
5139,5164,0
5165,5212,0
5212,5258,0
5259,5311,0
5427,5451,1
5451,5475,0
5477,5520,0
5597,5632,0
5632,5666,0
5787,5835,1
6077,6136,0
6136,6195,1
6219,6264,0
6264,6310,0
6311,6349,0
6349,6388,1
6406,6430,0
6430,6454,0
6455,6484,0
6502,6539,0
6539,6576,0
6577,6614,0
6614,6652,0
6670,6719,0
6719,6768,1
6815,6840,0
6843,6915,0
6916,6951,0
6951,6987,0
6988,7011,0
7030,7056,0
7056,7083,0
7084,7141,0
7141,7199,1
7223,7271,0
7273,7341,0
7343,7415,0
7415,7487,1
7561,7621,0
7621,7680,0
7681,7742,0
7742,7802,0
7821,7849,0
7850,7898,0
7898,7946,0
7965,8012,0
8013,8061,0
8061,8108,1
8281,8327,0
8327,8372,0
8375,8411,0
8411,8447,0
8449,8521,0
8541,8613,1
8615,8661,0
8686,8735,0
8735,8783,0
8785,8831,0
8831,8877,0
8899,8935,0
8935,8971,0
8973,9033,0
9033,9093,0
9118,9153,0
9153,9188,0
9189,9227,0
9227,9264,0
9308,9333,1
9333,9358,0
9360,9407,0
9410,9456,0
9456,9501,0
9502,9550,0
9552,9588,0
9588,9623,0
9625,9658,0
9658,9692,0
9693,9755,0
9755,9816,1
9836,9873,0
9873,9910,0
9912,9958,0
9958,10004,0
10005,10032,0
10032,10058,1
10074,10121,0
10124,10161,0
10161,10198,0
10366,10425,0
10425,10484,0
10505,10530,0
10530,10555,1
10557,10618,0
10618,10680,0
10700,10748,1
10775,10845,0
10845,10916,1
10917,10964,0
10986,11033,0
11057,11106,0
11106,11156,0
11159,11194,0
11194,11228,0
11230,11289,0
11289,11348,1
11350,11417,0
11421,11465,0
11470,11560,1
11563,11600,0
11600,11636,0
11656,11704,0
11704,11751,1
11824,11862,0
11862,11900,0
11901,11958,0
11958,12016,0
12021,12056,0
