Frame_Start Frame_End Laugh
56,173,0
176,298,0
322,345,0
347,393,0
393,438,0
441,632,0
707,920,0
968,1280,0
1328,1517,0
1617,1686,0
2912,3053,0
3056,3098,0
3146,3170,0
3173,3410,1
3413,3655,0
3656,3747,0
3749,3772,0
3772,3795,0
3797,3893,0
3896,3919,0
3919,3941,0
4299,4313,1
4313,4326,0
4517,4552,1
4552,4638,0
4705,4782,0
4805,4897,0
4899,5151,1
5151,5187,0
5233,5310,0
5331,5391,0
5391,5451,0
5497,5524,0
5524,5550,0
5740,5785,0
5785,5831,0
5832,5933,0
6004,6074,1
6100,6145,0
6148,6217,0
6244,6290,0
6292,6460,0
6506,6625,0
6647,6724,0
6725,6820,0
6868,6913,0
6913,6959,0
6960,6998,0
6998,7082,0
7157,7443,0
7491,7633,0
7635,7872,0
7965,7992,1
7992,8018,0
8138,8184,1
8184,8229,0
8349,8422,0
8424,8470,0
8522,8924,1
8929,8977,0
9020,9047,0
9047,9141,0
9141,9188,0
9191,9227,0
9227,9263,0
9313,9361,1
9361,9408,0
9477,9529,0
9577,9718,0
9721,9764,0
9836,9873,0
9873,9910,0
9913,9961,0
9961,10009,0
10053,10104,0
10127,10245,0
10295,10339,0
10365,10458,0
10653,10677,1
10725,10763,1
10763,10800,0
10818,10844,0
10895,10968,1
10989,11155,1
11179,11252,0
11303,11371,0
11373,11611,0
11611,11660,0
11781,11831,0
11831,11880,0
11945,11974,1
12021,12069,0
12072,12209,0
12211,12329,0
12353,12404,0
12425,12463,0
12463,12597,0
12837,12886,1
13027,13220,0
13220,13266,0
13364,13436,0
13455,13527,0
13530,13568,0
13568,13606,0
13623,13673,0
13675,13887,0
13889,13948,0
13948,14006,0
14102,14140,1
14140,14177,0
14179,14273,1
14299,14346,0
14347,14383,0
14383,14419,0
14443,14515,1
14582,14801,0
14874,15017,1
15019,15139,0
15211,15306,1
15378,15413,0
15413,15488,0
15488,15524,0
15542,15860,0
15954,16266,0
16309,16345,0
16345,16429,1
16477,16504,0
16525,16578,0
16647,16912,1
16912,16962,0
16986,17077,0
17149,17344,1
17435,18061,1
18158,18186,0
18396,18424,0
18467,18709,1
18755,18901,1
18948,18972,0
19019,19066,0
19067,19090,0
19090,19188,0
19190,19225,0
19225,19260,1
19287,19322,0
19322,19356,0
19358,19385,0
19426,19497,0
19500,19570,0
19572,19694,0
19762,19809,1
19980,20026,1
20051,20100,0
20100,20149,0
20195,20240,0
20365,20504,1
20507,20533,0
20581,20624,0
20651,20794,0
20819,21442,1
21491,21611,1
21611,21657,0
21679,21705,1
21705,21731,0
21750,22016,1
22016,22041,1
22110,22188,0
22353,22379,1
22807,22951,0
22974,22982,0
23022,23059,0
23059,23096,0
23123,23311,1
23312,23337,0
23337,23362,0
23381,23405,0
23405,23553,0
23573,23621,0
23621,23721,0
23767,23792,1
24275,24320,1
24484,24508,0
24508,24532,0
24555,24579,0
24579,24654,0
24748,24777,1
24819,24966,0
24966,24992,0
25014,25066,0
25084,25155,1
25277,25305,0
25757,26116,1
26119,26164,0
26164,26249,0
26249,26286,0
26306,26357,0
26406,26450,0
26479,26522,0
26546,26742,0
26766,26800,0
26800,26834,0
26836,27030,0
27102,27270,0
27290,27386,0
27386,27411,0
27438,27482,0
27554,27601,0
27603,27673,0
27675,27889,0
27889,27912,0
27913,28034,0
28056,28133,0
28153,28224,0
28323,28370,0
28371,28442,0
28446,28586,0
28587,28778,0
28800,28827,0
28850,29018,0
29066,29368,0
29368,29381,0
29382,29426,0
29478,30075,0
30098,30149,0
30215,30241,0
30334,30372,0
30372,30482,0
30482,30529,0
30531,30568,0
30568,30604,0
30627,30671,0
30675,30795,0
30839,30892,0
30911,30937,0
30939,31012,0
31083,31151,0
31174,31213,0
31213,31252,0
31270,31395,0
31414,31492,0
31510,31678,0
31679,31918,0
31920,31990,0
31991,32038,0
32085,32243,0
32243,32397,0
32661,32687,0
32687,32713,0
32714,32759,0
33002,33052,0
33142,33192,0
33218,33334,0
33409,33553,0
33574,33626,0
33673,33745,0
33816,33840,0
33840,33865,0
33883,33920,0
33920,33957,0
33958,33993,0
33993,34027,0
34056,34940,1
